 노선명 , 발생건수 ,위도,경도,발생년도,울타리 평균 길이,울타리 평균 높이,반경 생태통로 수,반경 동물 개체 수,노선 평균 제한 속도,노선 평균 차로 수,노선 길이,노선 일 평균 이동 차량 수
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,7,37.34098704,127.9125914,2022,351.9,1.45,0,1500,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
중앙선,6,37.83876894,127.7779955,2022,279.0,1.625,2,1700,98.57142857142856,4.0,287.6,1243698.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
동해선,4,37.80291629,128.8238867,2022,284.42045454545456,1.7159090909090908,0,1200,100.0,4.117647058823529,175.4,364471.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.75493092,128.7965065,2022,277.1875,1.5625,2,1350,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
영동선,4,37.3461271,127.8714305,2022,145.0212765957447,1.6063829787234043,0,2050,96.66666666666669,6.029411764705882,234.4,3495971.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.57288403,127.9732079,2022,287.94444444444446,1.6666666666666667,0,350,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
중앙선,4,37.80220681,127.7716686,2022,127.25,1.7,1,1250,98.57142857142856,4.0,287.6,1243698.0
